exercise_id,image,kind_id,time,title,iframe
1,https://i.ytimg.com/vi/42srDHrF7p0/sddefault.jpg,3,1,[1분건강] 집에서도 할 수 있는 가슴근육 운동 [광화문의 아침] 412회 20170201,"<style>.embed-container { position: relative; padding-bottom: 56.25%; height: 0; overflow: hidden; max-width: 100%; } .embed-container iframe, .embed-container object, .embed-container embed { position: absolute; top: 0; left: 0; width: 100%; height: 100%; }</style><div class='embed-container'><iframe src='https://www.youtube.com/embed/42srDHrF7p0' frameborder='0' allowfullscreen></iframe></div>"
2,https://i.ytimg.com/vi/nEjFOkdgDwc/sddefault.jpg,3,1,5가지 푸쉬업으로 가슴운동 | 40초운동 후 20초 휴식 (반복) 쉽지만 힘들다,"<style>.embed-container { position: relative; padding-bottom: 56.25%; height: 0; overflow: hidden; max-width: 100%; } .embed-container iframe, .embed-container object, .embed-container embed { position: absolute; top: 0; left: 0; width: 100%; height: 100%; }</style><div class='embed-container'><iframe src='https://www.youtube.com/embed/nEjFOkdgDwc' frameborder='0' allowfullscreen></iframe></div>"
3,https://i.ytimg.com/vi/vgJtbJaWUqg/sddefault.jpg,3,5,팔굽혀펴기 5분. 실제로 매일 하는 가슴운동 루틴.,"<style>.embed-container { position: relative; padding-bottom: 56.25%; height: 0; overflow: hidden; max-width: 100%; } .embed-container iframe, .embed-container object, .embed-container embed { position: absolute; top: 0; left: 0; width: 100%; height: 100%; }</style><div class='embed-container'><iframe src='https://www.youtube.com/embed/vgJtbJaWUqg' frameborder='0' allowfullscreen></iframe></div>"
4,https://i.ytimg.com/vi/KXQk145pvqw/sddefault.jpg,3,5,5분으로 가슴 근육 키울 수 있는 운동법,"<style>.embed-container { position: relative; padding-bottom: 56.25%; height: 0; overflow: hidden; max-width: 100%; } .embed-container iframe, .embed-container object, .embed-container embed { position: absolute; top: 0; left: 0; width: 100%; height: 100%; }</style><div class='embed-container'><iframe src='https://www.youtube.com/embed/KXQk145pvqw' frameborder='0' allowfullscreen></iframe></div>"
5,https://i.ytimg.com/vi/c_5ENJWekbQ/sddefault.jpg,3,10,10분 만에 집에서 가슴 작살내는 루틴 (누구나 쉽게 가능) [10mins Intense Chest Workout],"<style>.embed-container { position: relative; padding-bottom: 56.25%; height: 0; overflow: hidden; max-width: 100%; } .embed-container iframe, .embed-container object, .embed-container embed { position: absolute; top: 0; left: 0; width: 100%; height: 100%; }</style><div class='embed-container'><iframe src='https://www.youtube.com/embed/c_5ENJWekbQ' frameborder='0' allowfullscreen></iframe></div>"
6,https://i.ytimg.com/vi/LzQ9vFYRS3Q/sddefault.jpg,3,10,하루 10분 푸쉬업! 부위별 가슴 운동 | 홈트레이닝,"<style>.embed-container { position: relative; padding-bottom: 56.25%; height: 0; overflow: hidden; max-width: 100%; } .embed-container iframe, .embed-container object, .embed-container embed { position: absolute; top: 0; left: 0; width: 100%; height: 100%; }</style><div class='embed-container'><iframe src='https://www.youtube.com/embed//LzQ9vFYRS3Q' frameborder='0' allowfullscreen></iframe></div>"
7,https://i.ytimg.com/vi/Di-lTiYsQeE/sddefault.jpg,3,20,초보자가 꼭 해야 할 푸쉬업 20분 루틴 | 홈트레이닝,"<style>.embed-container { position: relative; padding-bottom: 56.25%; height: 0; overflow: hidden; max-width: 100%; } .embed-container iframe, .embed-container object, .embed-container embed { position: absolute; top: 0; left: 0; width: 100%; height: 100%; }</style><div class='embed-container'><iframe src='https://www.youtube.com/embed/Di-lTiYsQeE' frameborder='0' allowfullscreen></iframe></div>"
8,https://i.ytimg.com/vi/lmSltX5Tloo/sddefault.jpg,2,1,[데스런 조성준] 도구 없이 등운동 하는 법.,"<style>.embed-container { position: relative; padding-bottom: 56.25%; height: 0; overflow: hidden; max-width: 100%; } .embed-container iframe, .embed-container object, .embed-container embed { position: absolute; top: 0; left: 0; width: 100%; height: 100%; }</style><div class='embed-container'><iframe src='https://www.youtube.com/embed/lmSltX5Tloo' frameborder='0' allowfullscreen></iframe></div>"
9,https://i.ytimg.com/vi/PosWZ3eqXxg/sddefault.jpg,2,1,맨몸등운동 집에서하는등운동 필라테스,"<style>.embed-container { position: relative; padding-bottom: 56.25%; height: 0; overflow: hidden; max-width: 100%; } .embed-container iframe, .embed-container object, .embed-container embed { position: absolute; top: 0; left: 0; width: 100%; height: 100%; }</style><div class='embed-container'><iframe src='https://www.youtube.com/embed/PosWZ3eqXxg' frameborder='0' allowfullscreen></iframe></div>"
10,https://i.ytimg.com/vi/ZXISY-28heY/sddefault.jpg,2,1,스모데드리프트_맨몸등운동_집에서 등운동_주원홈트,"<style>.embed-container { position: relative; padding-bottom: 56.25%; height: 0; overflow: hidden; max-width: 100%; } .embed-container iframe, .embed-container object, .embed-container embed { position: absolute; top: 0; left: 0; width: 100%; height: 100%; }</style><div class='embed-container'><iframe src='https://www.youtube.com/embed/ZXISY-28heY' frameborder='0' allowfullscreen></iframe></div>"
11,https://i.ytimg.com/vi/6hCL3qNYPY8/sddefault.jpg,2,3,맨몸으로 할수있는 등운동 16종류!,"<style>.embed-container { position: relative; padding-bottom: 56.25%; height: 0; overflow: hidden; max-width: 100%; } .embed-container iframe, .embed-container object, .embed-container embed { position: absolute; top: 0; left: 0; width: 100%; height: 100%; }</style><div class='embed-container'><iframe src='https://www.youtube.com/embed/6hCL3qNYPY8' frameborder='0' allowfullscreen></iframe></div>"
12,https://i.ytimg.com/vi/GC-Ch9CrPa4/sddefault.jpg,2,3,[02_등운동 루틴] 맨몸 여자 등운동 루틴! 매일 3분 따라하기ㅣ야핏크루 황다영,"<style>.embed-container { position: relative; padding-bottom: 56.25%; height: 0; overflow: hidden; max-width: 100%; } .embed-container iframe, .embed-container object, .embed-container embed { position: absolute; top: 0; left: 0; width: 100%; height: 100%; }</style><div class='embed-container'><iframe src='https://www.youtube.com/embed/GC-Ch9CrPa4' frameborder='0' allowfullscreen></iframe></div>"
13,https://i.ytimg.com/vi/8XqGL39kzD4/sddefault.jpg,2,6,집에서 덤벨로 할 수 있는 가장 합리적인 등 운동 4가지 ㅣ 홈트레이닝 ㅣHOME TRAINING ㅣ,"<style>.embed-container { position: relative; padding-bottom: 56.25%; height: 0; overflow: hidden; max-width: 100%; } .embed-container iframe, .embed-container object, .embed-container embed { position: absolute; top: 0; left: 0; width: 100%; height: 100%; }</style><div class='embed-container'><iframe src='https://www.youtube.com/embed/8XqGL39kzD4' frameborder='0' allowfullscreen></iframe></div>"
14,https://i.ytimg.com/vi/cfioLE83by0/sddefault.jpg,2,5,짧고 굵게 5분도 충분한 등운동 l 효과최고!,"<style>.embed-container { position: relative; padding-bottom: 56.25%; height: 0; overflow: hidden; max-width: 100%; } .embed-container iframe, .embed-container object, .embed-container embed { position: absolute; top: 0; left: 0; width: 100%; height: 100%; }</style><div class='embed-container'><iframe src='https://www.youtube.com/embed/cfioLE83by0' frameborder='0' allowfullscreen></iframe></div>"
15,https://i.ytimg.com/vi/ygUYcoLy8OU/sddefault.jpg,2,12,턱걸이기구❌ 운동도구 '없이' 따라하는 등운동 BEST 4 홈트레이닝,"<style>.embed-container { position: relative; padding-bottom: 56.25%; height: 0; overflow: hidden; max-width: 100%; } .embed-container iframe, .embed-container object, .embed-container embed { position: absolute; top: 0; left: 0; width: 100%; height: 100%; }</style><div class='embed-container'><iframe src='https://www.youtube.com/embed/ygUYcoLy8OU' frameborder='0' allowfullscreen></iframe></div>"
16,https://i.ytimg.com/vi/8VTDS4tBjpA/sddefault.jpg,2,10,등 운동 입문하기 Step1 (feat.군살제거/탄탄탄 등 라인 만들기),"<style>.embed-container { position: relative; padding-bottom: 56.25%; height: 0; overflow: hidden; max-width: 100%; } .embed-container iframe, .embed-container object, .embed-container embed { position: absolute; top: 0; left: 0; width: 100%; height: 100%; }</style><div class='embed-container'><iframe src='https://www.youtube.com/embed/8VTDS4tBjpA' frameborder='0' allowfullscreen></iframe></div>"
17,https://i.ytimg.com/vi/scxF3EApeSs/sddefault.jpg,5,1,집에서 어깨 넓이지는 운동! 기구 없이도 가능한 어깨 운동! │ 건강한형제들,"<style>.embed-container { position: relative; padding-bottom: 56.25%; height: 0; overflow: hidden; max-width: 100%; } .embed-container iframe, .embed-container object, .embed-container embed { position: absolute; top: 0; left: 0; width: 100%; height: 100%; }</style><div class='embed-container'><iframe src='https://www.youtube.com/embed/scxF3EApeSs' frameborder='0' allowfullscreen></iframe></div>"
18,https://i.ytimg.com/vi/9Px1nOEuI4Y/sddefault.jpg,5,1,집에서 도구 없이 할 수 있는 어깨 운동 5,"<style>.embed-container { position: relative; padding-bottom: 56.25%; height: 0; overflow: hidden; max-width: 100%; } .embed-container iframe, .embed-container object, .embed-container embed { position: absolute; top: 0; left: 0; width: 100%; height: 100%; }</style><div class='embed-container'><iframe src='https://www.youtube.com/embed/9Px1nOEuI4Y' frameborder='0' allowfullscreen></iframe></div>"
19,https://i.ytimg.com/vi/I6iJ6pifFCU/sddefault.jpg,5,1,애슬리트(ATHLETE) 1분 홈트레이닝 - 어깨운동편,"<style>.embed-container { position: relative; padding-bottom: 56.25%; height: 0; overflow: hidden; max-width: 100%; } .embed-container iframe, .embed-container object, .embed-container embed { position: absolute; top: 0; left: 0; width: 100%; height: 100%; }</style><div class='embed-container'><iframe src='https://www.youtube.com/embed/I6iJ6pifFCU' frameborder='0' allowfullscreen></iframe></div>"
20,https://i.ytimg.com/vi/s48cVRBjdqo/sddefault.jpg,5,4,"집에서 어깨 운동하는 최고의 맨몸운동 프로그램 / 맨몸운동, 어깨, 어깨운동","<style>.embed-container { position: relative; padding-bottom: 56.25%; height: 0; overflow: hidden; max-width: 100%; } .embed-container iframe, .embed-container object, .embed-container embed { position: absolute; top: 0; left: 0; width: 100%; height: 100%; }</style><div class='embed-container'><iframe src='https://www.youtube.com/embed/s48cVRBjdqo' frameborder='0' allowfullscreen></iframe></div>"
21,https://i.ytimg.com/vi/KoI03HtATcs/sddefault.jpg,5,4,1분니트운동 - 누워서 어깨 넓어지는 운동 ^^ 3단콤보 ^^,"<style>.embed-container { position: relative; padding-bottom: 56.25%; height: 0; overflow: hidden; max-width: 100%; } .embed-container iframe, .embed-container object, .embed-container embed { position: absolute; top: 0; left: 0; width: 100%; height: 100%; }</style><div class='embed-container'><iframe src='https://www.youtube.com/embed/KoI03HtATcs' frameborder='0' allowfullscreen></iframe></div>"
22,https://i.ytimg.com/vi/jpbMgl-pkFA/sddefault.jpg,5,3,[오십견 운동] 집에서 할 수 있는 간단하고 쉬운 5가지 어깨 운동법,"<style>.embed-container { position: relative; padding-bottom: 56.25%; height: 0; overflow: hidden; max-width: 100%; } .embed-container iframe, .embed-container object, .embed-container embed { position: absolute; top: 0; left: 0; width: 100%; height: 100%; }</style><div class='embed-container'><iframe src='https://www.youtube.com/embed/jpbMgl-pkFA' frameborder='0' allowfullscreen></iframe></div>"
23,https://i.ytimg.com/vi/ViawsigzvPQ/sddefault.jpg,5,3,[21_숄더프레스] 어깨운동 근육 키우기 어떻게 해야 할까요?ㅣ야핏크루 한채정,"<style>.embed-container { position: relative; padding-bottom: 56.25%; height: 0; overflow: hidden; max-width: 100%; } .embed-container iframe, .embed-container object, .embed-container embed { position: absolute; top: 0; left: 0; width: 100%; height: 100%; }</style><div class='embed-container'><iframe src='https://www.youtube.com/embed/ViawsigzvPQ' frameborder='0' allowfullscreen></iframe></div>"
24,https://i.ytimg.com/vi/w6Qwm9KqRRw/sddefault.jpg,5,5,집에서 간편하게 5분안에 어깨 때려부수는 방법,"<style>.embed-container { position: relative; padding-bottom: 56.25%; height: 0; overflow: hidden; max-width: 100%; } .embed-container iframe, .embed-container object, .embed-container embed { position: absolute; top: 0; left: 0; width: 100%; height: 100%; }</style><div class='embed-container'><iframe src='https://www.youtube.com/embed/w6Qwm9KqRRw' frameborder='0' allowfullscreen></iframe></div>"
25,https://i.ytimg.com/vi/j1Qffql3rzA/sddefault.jpg,5,4,맨몸 어깨운동 집에서 홈트 할래? 김나현트레이너,"<style>.embed-container { position: relative; padding-bottom: 56.25%; height: 0; overflow: hidden; max-width: 100%; } .embed-container iframe, .embed-container object, .embed-container embed { position: absolute; top: 0; left: 0; width: 100%; height: 100%; }</style><div class='embed-container'><iframe src='https://www.youtube.com/embed/j1Qffql3rzA' frameborder='0' allowfullscreen></iframe></div>"
26,https://i.ytimg.com/vi/YGAlSSmPXRQ/sddefault.jpg,5,16,딱 16분! 집에서 미사일 어깨 만드는 루틴 ! (덤벨필요x) [16mins Home Shoulder Workout],"<style>.embed-container { position: relative; padding-bottom: 56.25%; height: 0; overflow: hidden; max-width: 100%; } .embed-container iframe, .embed-container object, .embed-container embed { position: absolute; top: 0; left: 0; width: 100%; height: 100%; }</style><div class='embed-container'><iframe src='https://www.youtube.com/embed/YGAlSSmPXRQ' frameborder='0' allowfullscreen></iframe></div>"
27,https://i.ytimg.com/vi/zjQoxbaF9gQ/sddefault.jpg,5,13,직각어깨 만드는 방법-여자 어깨운동정리,"<style>.embed-container { position: relative; padding-bottom: 56.25%; height: 0; overflow: hidden; max-width: 100%; } .embed-container iframe, .embed-container object, .embed-container embed { position: absolute; top: 0; left: 0; width: 100%; height: 100%; }</style><div class='embed-container'><iframe src='https://www.youtube.com/embed/zjQoxbaF9gQ' frameborder='0' allowfullscreen></iframe></div>"
28,https://i.ytimg.com/vi/rpNNzVba3rE/sddefault.jpg,6,4,[맨몸 하체 루틴] 집에서 말벅지 가능!!,"<style>.embed-container { position: relative; padding-bottom: 56.25%; height: 0; overflow: hidden; max-width: 100%; } .embed-container iframe, .embed-container object, .embed-container embed { position: absolute; top: 0; left: 0; width: 100%; height: 100%; }</style><div class='embed-container'><iframe src='https://www.youtube.com/embed/rpNNzVba3rE' frameborder='0' allowfullscreen></iframe></div>"
29,https://i.ytimg.com/vi/ClMUiSFQNE0/sddefault.jpg,6,1,"헬스1분컷]하드코어 홈트레이닝-하체,복근 편","<style>.embed-container { position: relative; padding-bottom: 56.25%; height: 0; overflow: hidden; max-width: 100%; } .embed-container iframe, .embed-container object, .embed-container embed { position: absolute; top: 0; left: 0; width: 100%; height: 100%; }</style><div class='embed-container'><iframe src='https://www.youtube.com/embed/ClMUiSFQNE0' frameborder='0' allowfullscreen></iframe></div>"
30,https://i.ytimg.com/vi/nPl0aDpQUXI/sddefault.jpg,6,5,맨몸운동 홈트레이닝 하체운동 5분만에 끝내기,"<style>.embed-container { position: relative; padding-bottom: 56.25%; height: 0; overflow: hidden; max-width: 100%; } .embed-container iframe, .embed-container object, .embed-container embed { position: absolute; top: 0; left: 0; width: 100%; height: 100%; }</style><div class='embed-container'><iframe src='https://www.youtube.com/embed/nPl0aDpQUXI' frameborder='0' allowfullscreen></iframe></div>"
31,https://i.ytimg.com/vi/dBtk6T-aWQ4/sddefault.jpg,6,10,하체비만 탈출 6분 프로그램 Legs fat burn workout for women,"<style>.embed-container { position: relative; padding-bottom: 56.25%; height: 0; overflow: hidden; max-width: 100%; } .embed-container iframe, .embed-container object, .embed-container embed { position: absolute; top: 0; left: 0; width: 100%; height: 100%; }</style><div class='embed-container'><iframe src='https://www.youtube.com/embed/dBtk6T-aWQ4' frameborder='0' allowfullscreen></iframe></div>"
32,https://i.ytimg.com/vi/Z_9WKzbQdyw/sddefault.jpg,6,9,ENG)엉덩이폭파시키는 8분 힙운동 I 베스트 힙업운동 I 심으뜸,"<style>.embed-container { position: relative; padding-bottom: 56.25%; height: 0; overflow: hidden; max-width: 100%; } .embed-container iframe, .embed-container object, .embed-container embed { position: absolute; top: 0; left: 0; width: 100%; height: 100%; }</style><div class='embed-container'><iframe src='https://www.youtube.com/embed/Z_9WKzbQdyw ' frameborder='0' allowfullscreen></iframe></div>"
33,https://i.ytimg.com/vi/0GwwUTYAOTg/sddefault.jpg,6,10,하루10분 투자로 하체와 힙업을 한번에 (칼로리소모 끝판왕) 하체운동루틴 [오늘의루틴],"<style>.embed-container { position: relative; padding-bottom: 56.25%; height: 0; overflow: hidden; max-width: 100%; } .embed-container iframe, .embed-container object, .embed-container embed { position: absolute; top: 0; left: 0; width: 100%; height: 100%; }</style><div class='embed-container'><iframe src='https://www.youtube.com/embed/0GwwUTYAOTg' frameborder='0' allowfullscreen></iframe></div>"
34,https://i.ytimg.com/vi/KXYi6bI-UPE/sddefault.jpg,6,13,13분만에 하체 마비시키는 루틴! 근육통100% 옵니다. (누구나 집에서 가능) 13mins intense Legs Workout,"<style>.embed-container { position: relative; padding-bottom: 56.25%; height: 0; overflow: hidden; max-width: 100%; } .embed-container iframe, .embed-container object, .embed-container embed { position: absolute; top: 0; left: 0; width: 100%; height: 100%; }</style><div class='embed-container'><iframe src='https://www.youtube.com/embed/KXYi6bI-UPE' frameborder='0' allowfullscreen></iframe></div>"
35,https://i.ytimg.com/vi/vHg0skd6FKk/sddefault.jpg,4,1,허리 근력강화 운동 No.1,"<style>.embed-container { position: relative; padding-bottom: 56.25%; height: 0; overflow: hidden; max-width: 100%; } .embed-container iframe, .embed-container object, .embed-container embed { position: absolute; top: 0; left: 0; width: 100%; height: 100%; }</style><div class='embed-container'><iframe src='https://www.youtube.com/embed/vHg0skd6FKk' frameborder='0' allowfullscreen></iframe></div>"
36,https://i.ytimg.com/vi/pnZJJYFeKOU/sddefault.jpg,4,3,튼튼한 허리를 위한 허리 운동법,"<style>.embed-container { position: relative; padding-bottom: 56.25%; height: 0; overflow: hidden; max-width: 100%; } .embed-container iframe, .embed-container object, .embed-container embed { position: absolute; top: 0; left: 0; width: 100%; height: 100%; }</style><div class='embed-container'><iframe src='https://www.youtube.com/embed/pnZJJYFeKOU' frameborder='0' allowfullscreen></iframe></div>"
37,https://i.ytimg.com/vi/MApBO7APBko/sddefault.jpg,4,6,허리통증을 없애주는 스트레칭 및 근력운동,"<style>.embed-container { position: relative; padding-bottom: 56.25%; height: 0; overflow: hidden; max-width: 100%; } .embed-container iframe, .embed-container object, .embed-container embed { position: absolute; top: 0; left: 0; width: 100%; height: 100%; }</style><div class='embed-container'><iframe src='https://www.youtube.com/embed/MApBO7APBko' frameborder='0' allowfullscreen></iframe></div>"
38,https://i.ytimg.com/vi/J5r9Y79APc8/sddefault.jpg,4,5,"허리통증, 골반통증, 엉덩이통증으로 괴로우셨다면 코어운동 한번 해보실래요?","<style>.embed-container { position: relative; padding-bottom: 56.25%; height: 0; overflow: hidden; max-width: 100%; } .embed-container iframe, .embed-container object, .embed-container embed { position: absolute; top: 0; left: 0; width: 100%; height: 100%; }</style><div class='embed-container'><iframe src='https://www.youtube.com/embed/J5r9Y79APc8' frameborder='0' allowfullscreen></iframe></div>"
39,https://i.ytimg.com/vi/1uJV1ZmzeoI/sddefault.jpg,4,7,하루 7분! 허리둘레 5cm 줄어드는 운동,"<style>.embed-container { position: relative; padding-bottom: 56.25%; height: 0; overflow: hidden; max-width: 100%; } .embed-container iframe, .embed-container object, .embed-container embed { position: absolute; top: 0; left: 0; width: 100%; height: 100%; }</style><div class='embed-container'><iframe src='https://www.youtube.com/embed/1uJV1ZmzeoI' frameborder='0' allowfullscreen></iframe></div>"
40,https://i.ytimg.com/vi/_RXjbRdiFBs/original.jpg,4,10,허리디스크 Best 5 운동&스트레칭 (eng sub),"<style>.embed-container { position: relative; padding-bottom: 56.25%; height: 0; overflow: hidden; max-width: 100%; } .embed-container iframe, .embed-container object, .embed-container embed { position: absolute; top: 0; left: 0; width: 100%; height: 100%; }</style><div class='embed-container'><iframe src='https://www.youtube.com/embed/_RXjbRdiFBs' frameborder='0' allowfullscreen></iframe></div>"
41,https://i.ytimg.com/vi/swxfuFCVRYE/sddefault.jpg,4,11,빡샘과 함께 운동하자 [필수 코어 운동],"<style>.embed-container { position: relative; padding-bottom: 56.25%; height: 0; overflow: hidden; max-width: 100%; } .embed-container iframe, .embed-container object, .embed-container embed { position: absolute; top: 0; left: 0; width: 100%; height: 100%; }</style><div class='embed-container'><iframe src='https://www.youtube.com/embed/swxfuFCVRYE' frameborder='0' allowfullscreen></iframe></div>"
42,https://i.ytimg.com/vi/jeGVjYJU6NU/sddefault.jpg,4,4,집에서 하는 코어 근육 강화 초간단 폼롤러 운동 - 이경석의 척추88 #42,"<style>.embed-container { position: relative; padding-bottom: 56.25%; height: 0; overflow: hidden; max-width: 100%; } .embed-container iframe, .embed-container object, .embed-container embed { position: absolute; top: 0; left: 0; width: 100%; height: 100%; }</style><div class='embed-container'><iframe src='https://www.youtube.com/embed/jeGVjYJU6NU' frameborder='0' allowfullscreen></iframe></div>"
43,https://i.ytimg.com/vi/eZKbw5omR70/sddefault.jpg,1,1,다이어트 챌린지 #4 - 고강도 전신운동! 1분 운동으로 30분 효과내기,"<style>.embed-container { position: relative; padding-bottom: 56.25%; height: 0; overflow: hidden; max-width: 100%; } .embed-container iframe, .embed-container object, .embed-container embed { position: absolute; top: 0; left: 0; width: 100%; height: 100%; }</style><div class='embed-container'><iframe src='https://www.youtube.com/embed/eZKbw5omR70' frameborder='0' allowfullscreen></iframe></div>"
44,https://i.ytimg.com/vi/YOw7EIz34QE/sddefault.jpg,1,3,3분만에 전신 다이어트 끝장내기 3 MIN FULL BODY WORKOUT [Billie Eilish - bad guy],"<style>.embed-container { position: relative; padding-bottom: 56.25%; height: 0; overflow: hidden; max-width: 100%; } .embed-container iframe, .embed-container object, .embed-container embed { position: absolute; top: 0; left: 0; width: 100%; height: 100%; }</style><div class='embed-container'><iframe src='https://www.youtube.com/embed/YOw7EIz34QE' frameborder='0' allowfullscreen></iframe></div>"
45,https://i.ytimg.com/vi/Tz9d7By2ytQ/sddefault.jpg,1,5,NO GYM FULL BODY WORKOUT (feat. 5 min Tabata) | 5분 전신 타바타 운동,"<style>.embed-container { position: relative; padding-bottom: 56.25%; height: 0; overflow: hidden; max-width: 100%; } .embed-container iframe, .embed-container object, .embed-container embed { position: absolute; top: 0; left: 0; width: 100%; height: 100%; }</style><div class='embed-container'><iframe src='https://www.youtube.com/embed/Tz9d7By2ytQ' frameborder='0' allowfullscreen></iframe></div>"
46,https://i.ytimg.com/vi/cl5cc1_5zZc/sddefault.jpg,1,5,층간 소음 걱정 없이 체중 감량 보장! 딱 5분 운동!,"<style>.embed-container { position: relative; padding-bottom: 56.25%; height: 0; overflow: hidden; max-width: 100%; } .embed-container iframe, .embed-container object, .embed-container embed { position: absolute; top: 0; left: 0; width: 100%; height: 100%; }</style><div class='embed-container'><iframe src='https://www.youtube.com/embed/cl5cc1_5zZc' frameborder='0' allowfullscreen></iframe></div>"
47,https://i.ytimg.com/vi/swRNeYw1JkY/sddefault.jpg,1,15,하루 15분! 전신 칼로리 불태우는 다이어트 운동,"<style>.embed-container { position: relative; padding-bottom: 56.25%; height: 0; overflow: hidden; max-width: 100%; } .embed-container iframe, .embed-container object, .embed-container embed { position: absolute; top: 0; left: 0; width: 100%; height: 100%; }</style><div class='embed-container'><iframe src='https://www.youtube.com/embed/swRNeYw1JkY' frameborder='0' allowfullscreen></iframe></div>"
48,https://i.ytimg.com/vi/s14NQ6Cz4QE/sddefault.jpg,1,21,살 빠지는 전신운동 루틴 with 피지컬갤러리,"<style>.embed-container { position: relative; padding-bottom: 56.25%; height: 0; overflow: hidden; max-width: 100%; } .embed-container iframe, .embed-container object, .embed-container embed { position: absolute; top: 0; left: 0; width: 100%; height: 100%; }</style><div class='embed-container'><iframe src='https://www.youtube.com/embed/s14NQ6Cz4QE' frameborder='0' allowfullscreen></iframe></div>"
49,https://i.ytimg.com/vi/topJ0ianBlQ/sddefault.jpg,1,10,[EN/CH]10분 운동으로 땀 폭발하는 환골탈태 운동!(“Born again in 10 minutes” HIIT workout)ㅣ다노티비,"<style>.embed-container { position: relative; padding-bottom: 56.25%; height: 0; overflow: hidden; max-width: 100%; } .embed-container iframe, .embed-container object, .embed-container embed { position: absolute; top: 0; left: 0; width: 100%; height: 100%; }</style><div class='embed-container'><iframe src='https://www.youtube.com/embed/topJ0ianBlQ' frameborder='0' allowfullscreen></iframe></div>"
